No.,Store,Category,Brand,Character,Product Name,OY link,Description,Image,Price 1 (HKD),Price 1 Date,Price 2 Date,Price 2 (HKD),Detail Image,Fetured,Generate_IG
oy027,Olive ,COSMETICS,BANILA CO.,,PRIME PRIMER LOOSE SETTING POWDER 8g,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000253120&dispCatNo=1000001000200010004&trackingCd=Result_31_60,,https://static.lottedfs.com/prod/prd-img/58/50/43/01/00/02/20001435058_1.webp/dims/resize/460x460,135,5/9,30/9,148,"details/C02801.jpg,details/C02802.jpg,details/C02803.jpg,details/C02804.jpg,details/C02805.jpg,details/C02806.jpg,details/C02807.jpg,details/C02808.jpg,details/C02809.jpg,details/C02810.jpg,details/C02811.jpg,details/C02812.jpg,details/C02813.jpg,details/C02814.jpg,details/C02815.jpg,details/C02816.jpg,details/C02817.jpg,details/C02818.jpg,details/C02819.jpg,details/C02820.jpg,details/C02821.jpg,details/C02822.jpg,details/C02823.jpg,details/C02824.jpg,details/C02825.jpg,details/C02826.jpg,details/C02827.jpg,details/C02828.jpg,details/C02829.jpg,details/C02830.jpg,details/C02831.jpg,details/C02832.jpg,details/C02833.jpg,details/C02834.jpg,details/C02835.jpg,details/C02836.jpg,details/C02837.jpg,details/C02838.jpg,details/C02839.jpg,details/C02840.jpg,details/C02841.jpg,details/C02842.jpg,details/C02843.jpg,details/C02844.jpg,details/C02845.jpg,details/C02846.jpg,details/C02847.jpg,details/C02848.jpg,details/C02849.jpg,details/C02850.jpg",Y,Y
oy028,Olive ,COSMETICS,BANILA CO.,,DEW GLOW TINT,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204373&dispCatNo=1000001000200060003&trackingCd=Result_11_30,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020437359ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,105,5/9,30/9,150,"details/oy02801.jpg,details/oy02802.jpg,details/oy02803.jpg,details/oy02804.jpg,details/oy02805.jpg,details/oy02806.gif,details/oy02807.jpg,details/oy02808.jpg,details/oy02809.jpg,details/oy02810.jpg,details/oy02811.jpg,details/oy02812.jpg,details/oy02813.jpg,details/oy02814.jpg,details/oy02815.jpg,details/oy02816.jpg,details/oy02817.jpg,details/oy02818.jpg,details/oy02819.jpg,details/oy02820.jpg,details/oy02821.jpg,details/oy02822.jpg,details/oy02823.jpg,details/oy02824.jpg,details/oy02825.jpg,details/oy02826.jpg,details/oy02827.jpg,details/oy02828.jpg,details/oy02829.jpg,details/oy02830.jpg,details/oy02831.jpg,details/oy02832.jpg,details/oy02833.jpg,details/oy02834.jpg,details/oy02835.jpg,details/oy02836.jpg,details/oy02837.jpg,details/oy02838.jpg,details/oy02839.jpg,details/oy02840.jpg,details/oy02841.jpg,details/oy02842.jpg,details/oy02843.jpg,details/oy02844.jpg,details/oy02845.jpg,details/oy02846.jpg,details/oy02847.jpg,details/oy02848.jpg,details/oy02849.jpg,details/oy02850.jpg",,
oy029,Olive ,COSMETICS,BANILA CO.,,SHEER VELVET VEIL TINT (11 COLORS),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212830&dispCatNo=1000001000200060003&trackingCd=Result_11_30,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021283066ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,105,5/9,31/10,125,"details/oy02901.jpg,details/oy02902.jpg,details/oy02903.jpg,details/oy02904.jpg,details/oy02905.jpg,details/oy02906.jpg,details/oy02907.jpg,details/oy02908.gif,details/oy02909.jpg,details/oy02910.jpg,details/oy02911.jpg,details/oy02912.jpg,details/oy02913.jpg,details/oy02914.jpg,details/oy02915.jpg,details/oy02916.jpg,details/oy02917.jpg,details/oy02918.jpg,details/oy02919.gif,details/oy02920.jpg,details/oy02921.jpg,details/oy02922.jpg,details/oy02923.jpg,details/oy02924.jpg,details/oy02925.jpg,details/oy02926.jpg,details/oy02927.jpg,details/oy02928.jpg,details/oy02929.jpg,details/oy02930.jpg,details/oy02931.jpg,details/oy02932.jpg,details/oy02933.jpg,details/oy02934.jpg,details/oy02935.jpg,details/oy02936.jpg,details/oy02937.jpg,details/oy02938.jpg,details/oy02939.jpg,details/oy02940.jpg,details/oy02941.jpg,details/oy02942.jpg,details/oy02943.jpg,details/oy02944.jpg,details/oy02945.jpg,details/oy02946.jpg,details/oy02947.jpg,details/oy02948.jpg,details/oy02949.jpg,details/oy02950.jpg",,
oy030,Olive ,COSMETICS,BANILA CO.,,[NEW COLOR] GLOW VEIL TINT,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231637&dispCatNo=1000001000200060003&trackingCd=Result_31_60,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023163718ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,95,5/9,31/10,110,"details/oy03001.jpg,details/oy03002.jpg,details/oy03003.jpg,details/oy03004.jpg,details/oy03005.jpg,details/oy03006.jpg,details/oy03007.gif,details/oy03008.jpg,details/oy03009.jpg,details/oy03010.jpg,details/oy03011.jpg,details/oy03012.jpg,details/oy03013.jpg,details/oy03014.jpg,details/oy03015.jpg,details/oy03016.jpg,details/oy03017.jpg,details/oy03018.jpg,details/oy03019.gif,details/oy03020.jpg,details/oy03021.jpg,details/oy03022.jpg,details/oy03023.jpg,details/oy03024.jpg,details/oy03025.jpg,details/oy03026.jpg,details/oy03027.jpg,details/oy03028.jpg,details/oy03029.jpg,details/oy03030.jpg,details/oy03031.jpg,details/oy03032.jpg,details/oy03033.jpg,details/oy03034.jpg,details/oy03035.jpg,details/oy03036.jpg,details/oy03037.jpg,details/oy03038.jpg,details/oy03039.jpg,details/oy03040.jpg,details/oy03041.jpg,details/oy03042.jpg,details/oy03043.jpg,details/oy03044.jpg,details/oy03045.jpg,details/oy03046.jpg,details/oy03047.jpg,details/oy03048.jpg,details/oy03049.jpg,details/oy03050.jpg",,
oy031,Olive ,COSMETICS,BANILA CO.,,COVERICIOUS ULTIMATE WHITE CUSHION AIR (+REFILL),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254892&dispCatNo=1000001000200010009&trackingCd=Result_4,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025489209ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,220,5/9,30/9,300,"details/oy03101.jpg,details/oy03102.jpg,details/oy03103.jpg,details/oy03104.gif,details/oy03105.jpg,details/oy03106.jpg,details/oy03107.jpg,details/oy03108.jpg,details/oy03109.gif,details/oy03110.jpg,details/oy03111.jpg,details/oy03112.jpg,details/oy03113.jpg,details/oy03114.jpg,details/oy03115.jpg,details/oy03116.jpg,details/oy03117.gif,details/oy03118.jpg,details/oy03119.jpg,details/oy03120.jpg,details/oy03121.jpg,details/oy03122.jpg,details/oy03123.jpg,details/oy03124.jpg,details/oy03125.jpg,details/oy03126.jpg,details/oy03127.jpg,details/oy03128.jpg,details/oy03129.jpg,details/oy03130.jpg,details/oy03131.jpg,details/oy03132.jpg,details/oy03133.jpg,details/oy03134.jpg,details/oy03135.jpg,details/oy03136.jpg,details/oy03137.jpg,details/oy03138.jpg,details/oy03139.jpg,details/oy03140.jpg,details/oy03141.jpg,details/oy03142.jpg,details/oy03143.jpg,details/oy03144.jpg,details/oy03145.jpg,details/oy03146.jpg,details/oy03147.jpg,details/oy03148.jpg,details/oy03149.jpg,details/oy03150.jpg",,
oy032,Olive ,COSMETICS,BANILA CO.,,[NEW] VOLUME LIP PLUMPER (MAXI SHOT),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254777&dispCatNo=1000001000200060002&trackingCd=Result_11_30,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025477713ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,105,5/9,30/9,150,"details/oy03201.jpg,details/oy03202.jpg,details/oy03203.jpg,details/oy03204.gif,details/oy03205.jpg,details/oy03206.jpg,details/oy03207.jpg,details/oy03208.gif,details/oy03209.jpg,details/oy03210.gif,details/oy03211.gif,details/oy03212.jpg,details/oy03213.jpg,details/oy03214.jpg,details/oy03215.jpg,details/oy03216.jpg,details/oy03217.gif,details/oy03218.jpg,details/oy03219.jpg,details/oy03220.jpg,details/oy03221.jpg,details/oy03222.jpg,details/oy03223.jpg,details/oy03224.jpg,details/oy03225.jpg,details/oy03226.jpg,details/oy03227.jpg,details/oy03228.jpg,details/oy03229.jpg,details/oy03230.jpg,details/oy03231.jpg,details/oy03232.jpg,details/oy03233.jpg,details/oy03234.jpg,details/oy03235.jpg,details/oy03236.jpg,details/oy03237.jpg,details/oy03238.jpg,details/oy03239.jpg,details/oy03240.jpg,details/oy03241.jpg,details/oy03242.jpg,details/oy03243.jpg,details/oy03244.jpg,details/oy03245.jpg,details/oy03246.jpg,details/oy03247.jpg,details/oy03248.jpg,details/oy03249.jpg,details/oy03250.jpg",,
oy033,Olive ,COSMETICS,BANILA CO.,,ULTIMATE WHITE CUSHION (+REFILL & MAKEUP SERUM 15ML),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248671&dispCatNo=1000001000200010009&trackingCd=Result_2,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0024/A00000024867133ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,228,5/9,30/9,245,"details/oy03301.jpg,details/oy03302.jpg,details/oy03303.jpg,details/oy03304.jpg,details/oy03305.gif,details/oy03306.jpg,details/oy03307.jpg,details/oy03308.jpg,details/oy03309.jpg,details/oy03310.jpg,details/oy03311.jpg,details/oy03312.jpg,details/oy03313.gif,details/oy03314.jpg,details/oy03315.gif,details/oy03316.jpg,details/oy03317.gif,details/oy03318.jpg,details/oy03319.jpg,details/oy03320.jpg,details/oy03321.jpg,details/oy03322.gif,details/oy03323.jpg,details/oy03324.jpg,details/oy03325.jpg,details/oy03326.jpg,details/oy03327.jpg,details/oy03328.jpg,details/oy03329.jpg,details/oy03330.jpg,details/oy03331.jpg,details/oy03332.jpg,details/oy03333.jpg,details/oy03334.jpg,details/oy03335.jpg,details/oy03336.jpg,details/oy03337.jpg,details/oy03338.jpg,details/oy03339.jpg,details/oy03340.jpg,details/oy03341.jpg,details/oy03342.jpg,details/oy03343.jpg,details/oy03344.jpg,details/oy03345.jpg,details/oy03346.jpg,details/oy03347.jpg,details/oy03348.jpg,details/oy03349.jpg,details/oy03350.jpg",Y,Y
oy034,Olive ,COSMETICS,BBIA,,MOCHI BLUSH,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250260&dispCatNo=1000001000200010006&trackingCd=Result_11_30,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025026011ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,90,5/9,30/9,128,"https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_01.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_02.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_03.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_04.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_05.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_06.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_07.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_08.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Last_Blush_09.jpg",Y,Y
oy035,Olive ,COSMETICS,BBIA,,OVER GLAZE ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225046&dispCatNo=1000001000200060003&trackingCd=Result_1,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0022/A00000022504660ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,100,5/9,30/9,105,"details/oy03501.jpg,details/oy03502.jpg,details/oy03503.jpg,details/oy03504.jpg,details/oy03505.jpg,details/oy03506.jpg,details/oy03507.jpg,details/oy03508.jpg,details/oy03509.jpg,details/oy03510.jpg,details/oy03511.jpg,details/oy03512.jpg,details/oy03513.jpg,details/oy03514.jpg,details/oy03515.jpg,details/oy03516.jpg,details/oy03517.jpg,details/oy03518.jpg,details/oy03519.jpg,details/oy03520.jpg,details/oy03521.jpg,details/oy03522.jpg,details/oy03523.jpg,details/oy03524.jpg,details/oy03525.jpg,details/oy03526.jpg,details/oy03527.jpg,details/oy03528.jpg,details/oy03529.jpg,details/oy03530.jpg,details/oy03531.jpg,details/oy03532.jpg,details/oy03533.jpg,details/oy03534.jpg,details/oy03535.jpg,details/oy03536.jpg,details/oy03537.jpg,details/oy03538.jpg,details/oy03539.jpg,details/oy03540.jpg,details/oy03541.jpg,details/oy03542.jpg,details/oy03543.jpg,details/oy03544.jpg,details/oy03545.jpg,details/oy03546.jpg,details/oy03547.jpg,details/oy03548.jpg,details/oy03549.jpg,details/oy03550.jpg",Y,Y
oy036,Olive ,COSMETICS,BBIA,,LAST AUTO GEL EYELINER (26 COLORS),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162672&dispCatNo=1000001000200070002&trackingCd=Result_2,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0016/A00000016267287ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,65,5/9,30/9,79,"details/oy03601.jpg,details/oy03602.jpg,details/oy03603.jpg,details/oy03604.jpg,details/oy03605.jpg,details/oy03606.jpg,details/oy03607.jpg,details/oy03608.jpg,details/oy03609.jpg,details/oy03610.jpg,details/oy03611.jpg,details/oy03612.jpg,details/oy03613.jpg,details/oy03614.jpg,details/oy03615.jpg,details/oy03616.jpg,details/oy03617.jpg,details/oy03618.jpg,details/oy03619.jpg,details/oy03620.jpg,details/oy03621.jpg,details/oy03622.jpg,details/oy03623.jpg,details/oy03624.jpg,details/oy03625.jpg,details/oy03626.jpg,details/oy03627.jpg,details/oy03628.jpg,details/oy03629.jpg,details/oy03630.jpg,details/oy03631.jpg,details/oy03632.jpg,details/oy03633.jpg,details/oy03634.jpg,details/oy03635.jpg,details/oy03636.jpg,details/oy03637.jpg,details/oy03638.jpg,details/oy03639.jpg,details/oy03640.jpg,details/oy03641.jpg,details/oy03642.jpg,details/oy03643.jpg,details/oy03644.jpg,details/oy03645.jpg,details/oy03646.jpg,details/oy03647.jpg,details/oy03648.jpg,details/oy03649.jpg,details/oy03650.jpg",,
oy037,Olive ,COSMETICS,BBIA,,LAST VELVET TINT (29 COLORS),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207121&dispCatNo=1000001000200060003&trackingCd=Result_3,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020712163ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,100,5/9,30/9,105,"details/oy03701.jpg,details/oy03702.jpg,details/oy03703.jpg,details/oy03704.jpg,details/oy03705.jpg,details/oy03706.jpg,details/oy03707.jpg,details/oy03708.jpg,details/oy03709.jpg,details/oy03710.jpg,details/oy03711.jpg,details/oy03712.jpg,details/oy03713.jpg,details/oy03714.jpg,details/oy03715.jpg,details/oy03716.jpg,details/oy03717.jpg,details/oy03718.jpg,details/oy03719.jpg,details/oy03720.jpg,details/oy03721.jpg,details/oy03722.jpg,details/oy03723.jpg,details/oy03724.jpg,details/oy03725.jpg,details/oy03726.jpg,details/oy03727.jpg,details/oy03728.jpg,details/oy03729.jpg,details/oy03730.jpg,details/oy03731.jpg,details/oy03732.jpg,details/oy03733.jpg,details/oy03734.jpg,details/oy03735.jpg,details/oy03736.jpg,details/oy03737.jpg,details/oy03738.jpg,details/oy03739.jpg,details/oy03740.jpg,details/oy03741.jpg,details/oy03742.jpg,details/oy03743.jpg,details/oy03744.jpg,details/oy03745.jpg,details/oy03746.jpg,details/oy03747.jpg,details/oy03748.jpg,details/oy03749.jpg,details/oy03750.jpg",,
oy038,Olive ,COSMETICS,BBIA,,READY TO WEAR DOWNY CHEEK,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000168459&dispCatNo=1000001000200010006&trackingCd=Result_6,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0016/A00000016845948ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,65,5/9,30/9,75,"details/oy03801.jpg,details/oy03802.jpg,details/oy03803.jpg,details/oy03804.jpg,details/oy03805.jpg,details/oy03806.jpg,details/oy03807.jpg,details/oy03808.jpg,details/oy03809.jpg,details/oy03810.jpg,details/oy03811.jpg,details/oy03812.jpg,details/oy03813.jpg,details/oy03814.jpg,details/oy03815.jpg,details/oy03816.jpg,details/oy03817.jpg,details/oy03818.jpg,details/oy03819.jpg,details/oy03820.jpg,details/oy03821.jpg,details/oy03822.jpg,details/oy03823.jpg,details/oy03824.jpg,details/oy03825.jpg,details/oy03826.jpg,details/oy03827.jpg,details/oy03828.jpg,details/oy03829.jpg,details/oy03830.jpg,details/oy03831.jpg,details/oy03832.jpg,details/oy03833.jpg,details/oy03834.jpg,details/oy03835.jpg,details/oy03836.jpg,details/oy03837.jpg,details/oy03838.jpg,details/oy03839.jpg,details/oy03840.jpg,details/oy03841.jpg,details/oy03842.jpg,details/oy03843.jpg,details/oy03844.jpg,details/oy03845.jpg,details/oy03846.jpg,details/oy03847.jpg,details/oy03848.jpg,details/oy03849.jpg,details/oy03850.jpg",,
oy039,Olive ,COSMETICS,BBIA,,READY TO WEAR EYE PALETTE,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190387&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=bbia&t_number=13&dispCatNo=1000001000200070003&trackingCd=Result_11_30,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0019/A00000019038728ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,135,5/9,30/9,158,"details/oy03901.jpg,details/oy03902.jpg,details/oy03903.jpg,details/oy03904.jpg,details/oy03905.jpg,details/oy03906.jpg,details/oy03907.jpg,details/oy03908.jpg,details/oy03909.jpg,details/oy03910.jpg,details/oy03911.jpg,details/oy03912.jpg,details/oy03913.jpg,details/oy03914.jpg,details/oy03915.jpg,details/oy03916.jpg,details/oy03917.jpg,details/oy03918.jpg,details/oy03919.jpg,details/oy03920.jpg,details/oy03921.jpg,details/oy03922.jpg,details/oy03923.jpg,details/oy03924.jpg,details/oy03925.jpg,details/oy03926.jpg,details/oy03927.jpg,details/oy03928.jpg,details/oy03929.jpg,details/oy03930.jpg,details/oy03931.jpg,details/oy03932.jpg,details/oy03933.jpg,details/oy03934.jpg,details/oy03935.jpg,details/oy03936.jpg,details/oy03937.jpg,details/oy03938.jpg,details/oy03939.jpg,details/oy03940.jpg,details/oy03941.jpg,details/oy03942.jpg,details/oy03943.jpg,details/oy03944.jpg,details/oy03945.jpg,details/oy03946.jpg,details/oy03947.jpg,details/oy03948.jpg,details/oy03949.jpg,details/oy03950.jpg",Y,Y
oy041,Olive ,COSMETICS,BBIA,,EAU POWDER PACT,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232381&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=bbia&t_number=5&dispCatNo=1000001000200010004&trackingCd=Result_5,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023238111ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,85,5/9,30/9,92,"https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_01.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_02.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_03.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_04.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_05.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_06.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_07.jpg, https://sky007.ivyro.net/BBIA/SANGSE/Eau_Powder_pact_08.jpg",Y,Y
oy042,Olive ,COSMETICS,BBIA,,NUDY SLIM EYELINER,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245933&dispCatNo=1000001000200070002&trackingCd=Result_4,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0024/A00000024593328ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,80,5/9,30/9,85,"details2/oy04201.jpg,details2/oy04202.jpg,details2/oy04203.jpg,details2/oy04204.jpg,details/oy04205.jpg,details/oy04206.jpg,details/oy04207.jpg,details/oy04208.jpg,details/oy04209.jpg,details/oy04210.jpg,details/oy04211.jpg,details/oy04212.jpg,details/oy04213.jpg,details/oy04214.jpg,details/oy04215.jpg,details/oy04216.jpg,details/oy04217.jpg,details/oy04218.jpg,details/oy04219.jpg,details2/oy04220.jpg,details22/oy04221.jpg,details/oy04222.jpg,details/oy04223.jpg,details/oy04224.jpg,details/oy04225.jpg,details/oy04226.jpg,details/oy04227.jpg,details/oy04228.jpg,details/oy04229.jpg,details/oy04230.jpg,details/oy04231.jpg,details/oy04232.jpg,details/oy04233.jpg,details/oy04234.jpg,details/oy04235.jpg,details/oy04236.jpg,details/oy04237.jpg,details/oy04238.jpg,details/oy04239.jpg,details/oy04240.jpg,details/oy04241.jpg,details/oy04242.jpg,details/oy04243.jpg,details/oy04244.jpg,details/oy04245.jpg,details/oy04246.jpg,details/oy04247.jpg,details/oy04248.jpg,details/oy04249.jpg,details/oy04250.jpg",Y,Y
oy043,Olive ,COSMETICS,ABOUT TONE,,SKIN FIT LAYER CONCEALER,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211934&dispCatNo=9000002&trackingCd=BrandA003887_PROD&t_page=%EB%B8%8C%EB%9E%9C%EB%93%9C%EA%B4%80&t_click=%EC%A0%84%EC%B2%B4%EC%83%81%ED%92%88_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021193411ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,60,5/9,30/9,80,"https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_01.jpg, https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_02.jpg, https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_03.jpg, https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_04.jpg, https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_05.jpg, https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_06.jpg https://abouttone.ivyro.net/product/240912_at_skinlayer_concealer_07.jpg",,
oy044,Olive ,COSMETICS,ABOUT TONE,,SKIN FIT LAYER FOUNDATION,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211936&dispCatNo=9000002&trackingCd=BrandA003887_PROD&t_page=%EB%B8%8C%EB%9E%9C%EB%93%9C%EA%B4%80&t_click=%EC%A0%84%EC%B2%B4%EC%83%81%ED%92%88_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2,,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021193638ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,168,5/9,30/9,225,"https://abouttone.ivyro.net/product/at_skinlayer_foundation_01_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_02_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_03_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_04_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_05_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_06_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_07_newcolor.jpg, https://abouttone.ivyro.net/product/at_skinlayer_foundation_08_newcolor.jpg,  https://abouttone.ivyro.net/product/at_skinlayer_foundation_09_newcolor.jpg",Y,
